team,salary,player,position,season,percentile
Chicago Bulls,2380440,Lou Amundson, SF,2015-2016,0.452655889
Indiana Pacers,2357760,Lance Thomas, C,2015-2016,0.45034642
Orlando Magic,2288205,Dahntay Jones, SG,2015-2016,0.448036952
Houston Rockets,2288205,Reggie Williams, PF,2015-2016,0.445727483
Oklahoma City Thunder,2279040,Amar'e Stoudemire, C,2015-2016,0.443418014
Chicago Bulls,2250000,Kendrick Perkins, G,2015-2016,0.441108545
Utah Jazz,2239800,John Lucas III, PF,2015-2016,0.438799076
Washington Wizards,2170465,Henry Walker, G,2015-2016,0.436489607
Detroit Pistons,2170465,Michael Beasley, PG,2015-2016,0.434180139
Memphis Grizzlies,2170465,Quincy Miller, PG,2015-2016,0.43187067
Detroit Pistons,2170465,Earl Barron, SF,2015-2016,0.429561201
Boston Celtics,2165160,Jordan Hamilton, PF,2015-2016,0.427251732
Minnesota Timberwolves,2148360,Elliot Williams, PG,2015-2016,0.424942263
Philadelphia 76ers,2144772,Toney Douglas, PG,2015-2016,0.422632794
Washington Wizards,2139000,Nate Robinson, PG,2015-2016,0.420323326
Charlotte Hornets,2139000,Jorge Gutierrez, PG,2015-2016,0.418013857
Phoenix Suns,2127840,Tyrus Thomas, SG,2015-2016,0.415704388
Milwaukee Bucks,2109294,Austin Daye, C,2015-2016,0.413394919
Cleveland Cavaliers,2100000,Ricky Ledo, PG,2015-2016,0.41108545
Dallas Mavericks,2085671,Kobe Bryant, PF,2015-2016,0.408775982
Minnesota Timberwolves,2056920,LaMarcus Aldridge, F,2015-2016,0.406466513
Utah Jazz,2050000,Kevin Love, SF,2015-2016,0.404157044
Phoenix Suns,2041080,Marc Gasol, SF,2015-2016,0.401847575
New Orleans Pelicans,2038206,Blake Griffin, SF,2015-2016,0.399538106
Oklahoma City Thunder,2021520,Paul Millsap, PG,2015-2016,0.397228637
Golden State Warriors,2008748,Paul George, C,2015-2016,0.394919169
Washington Wizards,2000000,Russell Westbrook, C,2015-2016,0.3926097
Atlanta Hawks,2000000,Kyrie Irving, SG,2015-2016,0.390300231
Milwaukee Bucks,1953960,Kawhi Leonard, PF,2015-2016,0.387990762
Minnesota Timberwolves,1938840,Greg Monroe, PF,2015-2016,0.385681293
Washington Wizards,1920240,LeBron James, SF,2015-2016,0.383371824
Toronto Raptors,1842000,Wesley Matthews, C,2015-2016,0.381062356
Denver Nuggets,1842000,Tobias Harris, C,2015-2016,0.378752887
Boston Celtics,1824360,John Wall, PG,2015-2016,0.376443418
Atlanta Hawks,1763400,DeMarcus Cousins, PG,2015-2016,0.374133949
Boston Celtics,1749840,James Harden, G,2015-2016,0.37182448
Milwaukee Bucks,1733040,Roy Hibbert, G,2015-2016,0.369515012
Los Angeles Lakers,1724250,Eric Gordon, PF,2015-2016,0.367205543
Denver Nuggets,1709719,Klay Thompson, F,2015-2016,0.364896074
Boston Celtics,1706225,Gordon Hayward, SG,2015-2016,0.362586605
Milwaukee Bucks,1662360,Chandler Parsons, G,2015-2016,0.360277136
Houston Rockets,1646400,Carmelo Anthony, SF,2015-2016,0.357967667
New York Knicks,1636842,Goran Dragic, SF,2015-2016,0.355658199
New York Knicks,1635476,Khris Middleton, PF,2015-2016,0.35334873
Brooklyn Nets,1599840,Draymond Green, SG,2015-2016,0.351039261
Denver Nuggets,1584480,Tristan Thompson, SG,2015-2016,0.348729792
New York Knicks,1572360,Danilo Gallinari, PG,2015-2016,0.346420323
Chicago Bulls,1535880,Reggie Jackson, SG,2015-2016,0.344110855
Toronto Raptors,1524000,Andrew Bogut, F,2015-2016,0.341801386
Toronto Raptors,1509360,DeMarre Carroll, PG,2015-2016,0.339491917
Brooklyn Nets,1500000,Eric Bledsoe, SG,2015-2016,0.337182448
Brooklyn Nets,1500000,Al Jefferson, G,2015-2016,0.334872979
San Antonio Spurs,1499187,Dwight Howard, F,2015-2016,0.33256351
Minnesota Timberwolves,1474440,Brandon Knight, C,2015-2016,0.330254042
Oklahoma City Thunder,1463040,Chris Bosh, PF,2015-2016,0.327944573
Sacramento Kings,1449187,Chris Paul, SF,2015-2016,0.325635104
Dallas Mavericks,1449000,Kevin Durant, SG,2015-2016,0.323325635
Portland Trail Blazers,1415520,Derrick Rose, PF,2015-2016,0.321016166
Memphis Grizzlies,1404600,Dwyane Wade, SG,2015-2016,0.318706697
Chicago Bulls,1391160,Tony Parker, PF,2015-2016,0.316397229
Brooklyn Nets,1362897,Joakim Noah, C,2015-2016,0.31408776
Indiana Pacers,1358880,Nicolas Batum, SF,2015-2016,0.311778291
Utah Jazz,1348440,Tyson Chandler, SG,2015-2016,0.309468822
Brooklyn Nets,1335480,Nene Hilario, SF,2015-2016,0.307159353
New Orleans Pelicans,1320000,Ricky Rubio, SF,2015-2016,0.304849885
Atlanta Hawks,1304520,Robin Lopez, G,2015-2016,0.302540416
Denver Nuggets,1300000,Rudy Gay, C,2015-2016,0.300230947
Orlando Magic,1294440,Serge Ibaka, PG,2015-2016,0.297921478
Minnesota Timberwolves,1282080,Nikola Pekovic, PG,2015-2016,0.295612009
Cleveland Cavaliers,1276000,Kyle Lowry, C,2015-2016,0.29330254
Golden State Warriors,1270964,Kemba Walker, SG,2015-2016,0.290993072
Detroit Pistons,1270964,Al Horford, PF,2015-2016,0.288683603
Detroit Pistons,1252440,Andre Iguodala, SG,2015-2016,0.286374134
Houston Rockets,1242720,Stephen Curry, C,2015-2016,0.284064665
Memphis Grizzlies,1230840,Nikola Vucevic, PF,2015-2016,0.281755196
Oklahoma City Thunder,1210800,Kenneth Faried, SG,2015-2016,0.279445727
Charlotte Hornets,1201440,Thaddeus Young, SF,2015-2016,0.277136259
San Antonio Spurs,1200000,Marcin Gortat, C,2015-2016,0.27482679
Brooklyn Nets,1185784,Tyreke Evans, SF,2015-2016,0.272517321
New Orleans Pelicans,1185784,Jrue Holiday, SF,2015-2016,0.270207852
Utah Jazz,1175880,Brendan Haywood, C,2015-2016,0.267898383
Boston Celtics,1170960,Wilson Chandler, F,2015-2016,0.265588915
New Orleans Pelicans,1164858,Monta Ellis, PG,2015-2016,0.263279446
Phoenix Suns,1160160,Luol Deng, SG,2015-2016,0.260969977
LA Clippers,1159680,Gerald Wallace, G,2015-2016,0.258660508
Los Angeles Lakers,1155600,DeMar DeRozan, PF,2015-2016,0.256351039
Milwaukee Bucks,1150000,Danny Green, SF,2015-2016,0.25404157
Minnesota Timberwolves,1149500,Tiago Splitter, SF,2015-2016,0.251732102
Boston Celtics,1148640,Jeff Green, G,2015-2016,0.249422633
Cleveland Cavaliers,1147276,Zach Randolph, PG,2015-2016,0.247113164
San Antonio Spurs,1142880,Mike Conley, SF,2015-2016,0.244803695
Oklahoma City Thunder,1140240,Rajon Rondo, F,2015-2016,0.242494226
Brooklyn Nets,1140240,Alec Burks, F,2015-2016,0.240184758
Golden State Warriors,1131960,Omer Asik, SF,2015-2016,0.237875289
New Orleans Pelicans,1100602,Lance Stephenson, F,2015-2016,0.23556582
Miami Heat,1100602,Iman Shumpert, SF,2015-2016,0.233256351
Washington Wizards,1100602,Ryan Anderson, SG,2015-2016,0.230946882
LA Clippers,1100602,Taj Gibson, SF,2015-2016,0.228637413
Dallas Mavericks,1100602,Brandon Jennings, F,2015-2016,0.226327945
Indiana Pacers,1100000,Cory Joseph, SG,2015-2016,0.224018476
Philadelphia 76ers,1074169,Ed Davis, PF,2015-2016,0.221709007
Phoenix Suns,1035000,Isaiah Thomas, PF,2015-2016,0.219399538
LA Clippers,1015421,Jae Crowder, SG,2015-2016,0.217090069
Sacramento Kings,1015421,Greivis Vasquez, SG,2015-2016,0.2147806
Chicago Bulls,1015421,Carl Landry, G,2015-2016,0.212471132
Indiana Pacers,1007026,Aron Baynes, PF,2015-2016,0.210161663
Indiana Pacers,1007026,Patrick Beverley, G,2015-2016,0.207852194
Washington Wizards,1000000,Michael Kidd-Gilchrist, PF,2015-2016,0.205542725
Philadelphia 76ers,1000000,Jarrett Jack, SF,2015-2016,0.203233256
Houston Rockets,1000000,Jodie Meeks, PF,2015-2016,0.200923788
Atlanta Hawks,1000000,Patrick Patterson, C,2015-2016,0.198614319
Phoenix Suns,981348,Spencer Hawes, SG,2015-2016,0.19630485
Miami Heat,981348,Marco Belinelli, C,2015-2016,0.193995381
Sacramento Kings,981348,Gerald Henderson, F,2015-2016,0.191685912
Brooklyn Nets,981348,Andrew Wiggins, SF,2015-2016,0.189376443
Phoenix Suns,981348,Kyle Korver, G,2015-2016,0.187066975
Utah Jazz,981348,Bradley Beal, SG,2015-2016,0.184757506
Brooklyn Nets,981348,Jamal Crawford, F,2015-2016,0.182448037
LA Clippers,947726,Courtney Lee, PG,2015-2016,0.180138568
Charlotte Hornets,947276,Dirk Nowitzki, SG,2015-2016,0.177829099
Phoenix Suns,947276,Corey Brewer, PG,2015-2016,0.17551963
Philadelphia 76ers,947276,Trevor Ariza, PG,2015-2016,0.173210162
Toronto Raptors,947276,Channing Frye, PF,2015-2016,0.170900693
Minnesota Timberwolves,947276,Al-Farouq Aminu, SF,2015-2016,0.168591224
Minnesota Timberwolves,947276,Jeff Teague, PG,2015-2016,0.166281755
Charlotte Hornets,947276,Markieff Morris, PF,2015-2016,0.163972286
San Antonio Spurs,947276,Arron Afflalo, C,2015-2016,0.161662818
Brooklyn Nets,947276,George Hill, C,2015-2016,0.159353349
Miami Heat,947276,Ersan Ilyasova, SG,2015-2016,0.15704388
Chicago Bulls,947276,Avery Bradley, SF,2015-2016,0.154734411
Atlanta Hawks,947276,Kosta Koufos, SG,2015-2016,0.152424942
Utah Jazz,900000,Boris Diaw, PG,2015-2016,0.150115473
New York Knicks,874837,Pau Gasol, G,2015-2016,0.147806005
Milwaukee Bucks,855000,Jose Calderon, SF,2015-2016,0.145496536
Perth Perth,845059,JJ Redick, G,2015-2016,0.143187067
Utah Jazz,845059,Anthony Davis, SG,2015-2016,0.140877598
Golden State Warriors,845059,Marvin Williams, SF,2015-2016,0.138568129
Milwaukee Bucks,845059,Lou Williams, SG,2015-2016,0.136258661
Milwaukee Bucks,845059,Martell Webster, SF,2015-2016,0.133949192
Cleveland Cavaliers,845059,Shaun Livingston, SF,2015-2016,0.131639723
Milwaukee Bucks,845059,Nikola Mirotic, PF,2015-2016,0.129330254
Sacramento Kings,845059,Mirza Teletovic, C,2015-2016,0.127020785
Memphis Grizzlies,845059,PJ Tucker, PF,2015-2016,0.124711316
Memphis Grizzlies,845059,Brandan Wright, PG,2015-2016,0.122401848
Sacramento Kings,845059,Deron Williams, F,2015-2016,0.120092379
Portland Trail Blazers,845059,Tim Duncan, PG,2015-2016,0.11778291
Denver Nuggets,800321,Nick Young, SF,2015-2016,0.115473441
Memphis Grizzlies,700902,Zaza Pachulia, G,2015-2016,0.113163972
Los Angeles Lakers,700000,Victor Oladipo, F,2015-2016,0.110854503
Toronto Raptors,650000,Tony Allen, SF,2015-2016,0.108545035
Portland Trail Blazers,625093,Jabari Parker, SG,2015-2016,0.106235566
Detroit Pistons,600000,Dion Waiters, G,2015-2016,0.103926097
Washington Wizards,561716,Chris Kaman, F,2015-2016,0.101616628
Phoenix Suns,525093,Darren Collison, PG,2015-2016,0.099307159
Phoenix Suns,525093,Jonas Jerebko, SF,2015-2016,0.096997691
Philadelphia 76ers,525093,C.J. Watson, PG,2015-2016,0.094688222
Philadelphia 76ers,525093,Chris Andersen, PG,2015-2016,0.092378753
Utah Jazz,525093,Marcus Morris, SF,2015-2016,0.090069284
Brooklyn Nets,525093,Timofey Mozgov, SG,2015-2016,0.087759815
Orlando Magic,525093,Trevor Booker, SF,2015-2016,0.085450346
LA Clippers,525093,Otto Porter Jr., SF,2015-2016,0.083140878
Toronto Raptors,525093,Jonas Valanciunas, PF,2015-2016,0.080831409
Memphis Grizzlies,525093,Joel Embiid, PF,2015-2016,0.07852194
Los Angeles Lakers,525093,Kyle Singler, SF,2015-2016,0.076212471
Sacramento Kings,525093,Mike Dunleavy, PF,2015-2016,0.073903002
Boston Celtics,525093,CJ Miles, PF,2015-2016,0.071593533
Atlanta Hawks,525093,Alexis Ajinca, SG,2015-2016,0.069284065
Houston Rockets,306527,Jared Dudley, SF,2015-2016,0.066974596
Oklahoma City Thunder,295327,Jameer Nelson, SF,2015-2016,0.064665127
Golden State Warriors,289755,Mario Chalmers, C,2015-2016,0.062355658
Washington Wizards,273038,Jason Smith, C,2015-2016,0.060046189
Brooklyn Nets,261894,J.J. Barea, G,2015-2016,0.057736721
Philadelphia 76ers,258489,Damian Lillard, F,2015-2016,0.055427252
San Antonio Spurs,250750,Cody Zeller, PG,2015-2016,0.053117783
Toronto Raptors,245177,Aaron Gordon, PF,2015-2016,0.050808314
Memphis Grizzlies,239605,Vince Carter, C,2015-2016,0.048498845
Oklahoma City Thunder,222888,Devin Harris, C,2015-2016,0.046189376
Indiana Pacers,211744,Lavoy Allen, G,2015-2016,0.043879908
Phoenix Suns,206192,Jordan Hill, SF,2015-2016,0.041570439
Washington Wizards,200600,Ian Mahinmi, SG,2015-2016,0.03926097
San Antonio Spurs,200600,Thabo Sefolosha, SG,2015-2016,0.036951501
Houston Rockets,200600,Derrick Williams, PG,2015-2016,0.034642032
Charlotte Hornets,189455,Alan Anderson, PG,2015-2016,0.032332564
New Orleans Pelicans,169883,Raymond Felton, SG,2015-2016,0.030023095
Philadelphia 76ers,167406,Harrison Barnes, SG,2015-2016,0.027713626
Brooklyn Nets,134215,Marreese Speights, G,2015-2016,0.025404157
Phoenix Suns,111444,Alex Len, PG,2015-2016,0.023094688
LA Clippers,111444,Dante Exum, F,2015-2016,0.020785219
Phoenix Suns,111196,Nick Collison, SG,2015-2016,0.018475751
Utah Jazz,99418,Patty Mills, PG,2015-2016,0.016166282
Phoenix Suns,83397,Terrence Ross, PF,2015-2016,0.013856813
Orlando Magic,61776,Matt Barnes, PG,2015-2016,0.011547344
Phoenix Suns,55722,Will Barton, SG,2015-2016,0.009237875
Memphis Grizzlies,55722,Nerlens Noel, SG,2015-2016,0.006928406
Phoenix Suns,55722,Marcus Smart, PG,2015-2016,0.004618938
Phoenix Suns,49709,Evan Turner, F,2015-2016,0.002309469
New York Knicks,30888,Bojan Bogdanovic, SF,2015-2016,0
Cleveland Cavaliers,30963450,Quincy Pondexter, SF,2016-2017,0.997835498
LA Clippers,22868827,Paul Pierce, PG,2016-2017,0.995670996
Memphis Grizzlies,22116750,Anthony Morrow, SF,2016-2017,0.993506494
Washington Wizards,22116750,Mike Scott, SG,2016-2017,0.991341991
New Orleans Pelicans,22116750,Drew Gooden, PF,2016-2017,0.989177489
New York Knicks,21323252,Andre Drummond, PG,2016-2017,0.987012987
Memphis Grizzlies,21165675,Ben McLemore, C,2016-2017,0.984848485
LA Clippers,21165675,Randy Foye, C,2016-2017,0.982683983
Brooklyn Nets,21165675,Julius Randle, C,2016-2017,0.980519481
Cleveland Cavaliers,21165675,Austin Rivers, PF,2016-2017,0.978354978
Charlotte Hornets,20869566,Meyers Leonard, SF,2016-2017,0.976190476
