,Unnamed: 0,Unnamed: 0_x,PLAYER,TEAM,GP_x,MPG_x,OFF_x,ORPG_x,DEF_x,DRPG_x,REB_x,RPG_x,RP40_x,GP_y,MPG_y,OFF_y,ORPG_y,DEF_y,DRPG_y,REB_y,RPG_y,RP40_y,GP_x.1,PPG_x,FGM_x,FGA_x,FGM_x.1,FGA_x.1,FG%_x,2PM_x,2PA_x,2P%_x,PPS_x,FG%_x.1,GP_y.1,PPG_y,FGM_y,FGA_y,FGM_y.1,FGA_y.1,FG%_y,2PM_y,2PA_y,2P%_y,PPS_y,FG%_y.1,GP_x.2,PPG_x.1,FTM_x,FTA_x,FTM_x.1,FTA_x.1,FT%_x,GP_y.2,PPG_y.1,FTM_y,FTA_y,FTM_y.1,FTA_y.1,FT%_y,GP_x.3,PPG_x.2,3PM_x,3PA_x,3PM_x.1,3PA_x.1,3P%_x,2PM_x.1,2PA_x.1,2P%_x.1,PPS_x.1,FG%_x.2,GP_y.3,PPG_y.2,3PM_y,3PA_y,3PM_y.1,3PA_y.1,3P%_y,2PM_y.1,2PA_y.1,2P%_y.1,PPS_y.1,FG%_y.2,GP_x.4,MPG_x.1,AST_x,APG_x,TO_x,TOPG_x,AP40M_x,AST/TO_x,GP_y.4,MPG_y.1,AST_y,APG_y,TO_y,TOPG_y,AP40M_y,AST/TO_y,GP_x.5,MPG_x.2,STL_x,STPG_x,STP40M_x,TO_x.1,TOPG_x.1,PF_x,ST/TO_x,ST/PF_x,GP_y.5,MPG_y.2,STL_y,STPG_y,STP40M_y,TO_y.1,TOPG_y.1,PF_y,ST/TO_y,ST/PF_y,GP_x.6,MPG_x.3,BLK_x,PF_x.1,BLKPG_x,BLKP40M_x,BLK/PF_x,GP_y.6,MPG_y.3,BLK_y,PF_y.1,BLKPG_y,BLKP40M_y,BLK/PF_y,GP_x.7,MPG_x.4,PTS_x,FGM-FGA_x,FG%_x.3,3PM-3PA_x,3P%_x.1,FTM-FTA_x,FT%_x.1,GP_y.7,MPG_y.4,PTS_y,FGM-FGA_y,FG%_y.3,3PM-3PA_y,3P%_y.1,FTM-FTA_y,FT%_y.1,GP_x.8,MPG_x.5,PTS_x.1,FGM-FGA_x.1,FG%_x.4,3PM-3PA_x.1,3P%_x.2,FTM-FTA_x.1,FT%_x.2,GP_y.8,MPG_y.5,PTS_y.1,FGM-FGA_y.1,FG%_y.4,3PM-3PA_y.1,3P%_y.2,FTM-FTA_y.1,FT%_y.2,Unnamed: 0_y,Team,Salary,Position,Season,Percentile
84,84,84,Drew Crawford,NW,1.0,38.0,5.0,5.0,7.0,7.0,12.0,12.0,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730,Toronto Raptors,543471.0, SG,2016-2017,0.13203463199999999
85,85,85,Drew Gooden,KU,5.0,31.4,14.0,2.8,47.0,9.4,61.0,12.2,15.5,32.0,30.1,112.0,3.5,250.0,7.8,362.0,11.3,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,30.1,61.0,1.91,2.53,98.0,3.06,80.0,0.62,0.76,5.0,31.4,6.0,11.0,1.2,1.53,0.55,32.0,30.1,46.0,80.0,1.44,1.91,0.58,5.0,31.4,16.4,0.4558823529411765,0.456,0.28571428571428575,0.28600000000000003,0.75,0.75,32.0,30.1,20.4,0.5064102564102565,0.51,0.3333333333333333,0.276,0.7678571428571429,0.7559999999999999,5.0,31.4,82.0,0.45588235294117646,0.456,0.2857142857142857,0.28600000000000003,0.75,0.75,32.0,30.1,652.0,0.5100401606425703,0.51,0.27586206896551724,0.276,0.7555555555555555,0.7559999999999999,690,Cleveland Cavaliers,4065811.0, PF,2005-2006,0.6375
86,86,86,Drew Gordon,UNM,2.0,35.5,14.0,7.0,13.0,6.5,27.0,13.5,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,35.5,19.5,0.6,0.6,1.0,1.0,0.7272727272727273,0.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858,Philadelphia 76ers,468540.0, C,2014-2015,0.08735632199999999
87,87,87,Dwight Powell,STAN,2.0,30.0,7.0,3.5,16.0,8.0,23.0,11.5,15.3,32.0,30.4,65.0,2.0,197.0,6.2,262.0,8.2,10.8,5.0,8.8,3.4,5.2,17.0,26.0,0.654,17.0,26.0,0.654,1.69,0.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,4.0,6.0,2.0,2.67,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,21.0,44.0,0.6538461538461539,0.654,0,0.0,0.6666666666666666,0.667,,,,,,,,,,5421,Dallas Mavericks,8375000.0, PF,2016-2017,0.8008658009999999
88,88,88,Dwyane Wade,MARQ,1.0,30.0,4.0,4.0,3.0,3.0,7.0,7.0,9.3,,,,,,,,,,1.0,18.0,8.0,13.0,8.0,13.0,0.615,8.0,13.0,0.615,1.38,0.615,,,,,,,,,,,,,10.0,21.8,4.8,6.0,48.0,60.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,30.0,6.0,6.0,1.0,1.0,8.0,6.0,,,,,,,,,1.0,30.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,28.0,31.9,62.0,2.21,2.78,91.0,3.25,63.0,0.68,0.98,1.0,30.0,2.0,3.0,2.0,2.67,0.67,,,,,,,,1.0,30.0,18.0,0.6153846153846154,0.615,0,0.0,0.6666666666666666,0.667,28.0,31.9,21.5,0.5033557046979865,0.504,0.3076923076923077,0.297,0.782051282051282,0.7759999999999999,10.0,33.0,218.0,0.4880952380952381,0.488,0.42857142857142855,0.429,0.8,0.8,28.0,31.9,601.0,0.5035971223021583,0.504,0.2972972972972973,0.297,0.776255707762557,0.7759999999999999,724,Miami Heat,3031920.0, SG,2005-2006,0.5525
89,89,89,Earl Barron,MEM,2.0,20.0,8.0,4.0,6.0,3.0,14.0,7.0,14.0,,,,,,,,,,5.0,8.8,3.4,5.6,17.0,28.0,0.607,17.0,28.0,0.607,1.57,0.607,,,,,,,,,,,,,2.0,8.0,4.0,5.0,8.0,10.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,19.0,44.0,0.6071428571428571,0.607,0,0.0,0.9090909090909091,0.909,,,,,,,,,,917,Miami Heat,641748.0, C,2005-2006,0.07
90,90,90,Earl Clark,LOU,4.0,26.8,8.0,2.0,25.0,6.3,33.0,8.3,12.3,31.0,28.7,69.0,2.2,183.0,5.9,252.0,8.1,11.3,4.0,14.5,5.8,9.3,23.0,37.0,0.622,21.0,32.0,0.6559999999999999,1.57,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,20.0,4.0,2.0,4.0,1.0,0.5,2.0,4.0,2.0,,,,,,,,,,,4.0,26.8,7.0,10.0,1.75,2.62,0.7,31.0,28.7,52.0,52.0,1.68,2.34,1.0,,,,,,,,,,,,,,,,,,,4.0,26.8,58.0,0.6216216216216216,0.622,0.4,0.4,0.7142857142857143,0.7140000000000001,,,,,,,,,,2456,Phoenix Suns,1766280.0, SF,2009-2010,0.352380952
91,91,91,Eddie Basden,CHAR,1.0,40.0,3.0,3.0,7.0,7.0,10.0,10.0,10.0,28.0,36.0,73.0,2.6,162.0,5.8,235.0,8.4,9.3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,5.0,6.0,5.0,6.0,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,40.0,4.0,4.0,4.0,4.0,4.0,1.0,,,,,,,,,1.0,25.0,3.0,3.0,4.8,2.0,2.0,4.0,1.5,0.75,29.0,25.6,61.0,2.1,3.29,55.0,1.9,69.0,1.11,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,Chicago Bulls,398762.0, SG,2005-2006,0.0125
92,92,92,Ekpe Udoh,BAY,4.0,35.0,14.0,3.5,24.0,6.0,38.0,9.5,10.9,32.0,35.1,115.0,3.6,198.0,6.2,313.0,9.8,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,35.0,54.0,0.42,0.42,0.0,0.0,0.6,0.6,,,,,,,,,,2807,Golden State Warriors,3065040.0, C,2010-2011,0.5458612979999999
93,93,93,Elfrid Payton,UL,1.0,40.0,2.0,2.0,6.0,6.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,35.5,181.0,5.5,113.0,3.4,6.2,1.6,1.0,40.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,1.5,33.0,35.5,80.0,2.42,2.73,113.0,3.42,76.0,0.71,1.05,1.0,40.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,40.0,24.0,0.45,0.45,0.25,0.25,0.5555555555555556,0.556,34.0,35.8,19.1,0.5114503816793894,0.511,0.26666666666666666,0.26,0.6162790697674418,0.611,,,,,,,,,,33.0,35.5,525.0,0.4746192893401015,0.475,0.32,0.32,0.6428571428571429,0.643,4693,Orlando Magic,2397840.0, PG,2014-2015,0.46666666700000003
94,94,94,Elijah Millsap,UAB,3.0,36.0,7.0,2.3,26.0,8.7,33.0,11.0,12.2,31.0,32.8,85.0,2.7,206.0,6.6,291.0,9.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36.0,6.0,2.0,2.22,9.0,3.0,10.0,0.67,0.6,,,,,,,,,,,,,,,,,,,,,,,,,3.0,36.0,20.0,0.5839416058394161,0.585,0.0,0.0,0.6349206349206349,0.632,,,,,,,,,,3.0,36.0,60.0,0.5853658536585366,0.585,0.0,0.0,0.631578947368421,0.632,,,,,,,,,,4870,Utah Jazz,241731.0, SG,2014-2015,0.059770115
95,95,95,Emeka Okafor,CONN,3.0,33.3,14.0,4.7,26.0,8.7,40.0,13.3,16.0,30.0,30.3,85.0,2.8,188.0,6.3,273.0,9.1,12.0,3.0,19.7,8.3,14.3,25.0,43.0,0.581,25.0,43.0,0.581,1.37,0.581,30.0,7.7,3.0,5.2,90.0,157.0,0.573,90.0,157.0,0.573,1.48,0.573,3.0,19.7,3.0,3.7,9.0,11.0,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,33.3,14.0,9.0,4.67,5.6,1.56,30.0,30.3,127.0,76.0,4.23,5.59,1.67,3.0,33.3,19.7,0.5804195804195804,0.581,0,0.0,0.8108108108108107,0.818,30.0,32.9,18.5,0.5984251968503937,0.603,0,0.0,0.507936507936508,0.511,3.0,33.3,59.0,0.5813953488372093,0.581,0,0.0,0.8181818181818182,0.818,30.0,32.9,554.0,0.6026315789473684,0.603,0,0.0,0.5106382978723404,0.511,691,Charlotte Bobcats,4020120.0, C,2005-2006,0.635
96,96,96,Eric Moreland,ORST,1.0,37.0,3.0,3.0,8.0,8.0,11.0,11.0,11.9,29.0,30.7,85.0,2.9,222.0,7.7,307.0,10.6,13.8,1.0,23.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,1.0,2.88,1.0,29.0,9.4,3.6,6.3,105.0,183.0,0.574,99.0,164.0,0.604,1.49,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,37.0,3.0,4.0,3.0,3.24,0.75,29.0,30.7,73.0,70.0,2.52,3.28,1.04,1.0,37.0,23.0,1.0,1.0,0,0.0,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851,Sacramento Kings,507336.0, C,2014-2015,0.10344827599999999
97,97,97,Eric Williams,WAKE,2.0,33.0,6.0,3.0,11.0,5.5,17.0,8.5,10.3,31.0,28.5,87.0,2.8,151.0,4.9,238.0,7.7,10.8,2.0,12.0,5.0,9.0,10.0,18.0,0.556,10.0,18.0,0.556,1.33,0.556,31.0,16.0,6.0,9.6,186.0,298.0,0.624,186.0,298.0,0.624,1.66,0.624,2.0,12.0,2.0,2.5,4.0,5.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.0,1.0,3.0,1.0,1.21,0.33,,,,,,,,2.0,33.0,17.0,0.7142857142857143,0.7140000000000001,0,0.0,0.3076923076923077,0.308,,,,,,,,,,3.0,23.0,35.0,0.7222222222222222,0.722,0,0.0,0.6923076923076923,0.6920000000000001,31.0,28.5,496.0,0.6241610738255033,0.624,0,0.0,0.5849056603773585,0.585,101,Boston Celtics,5004000.0, PF,2002-2003,0.6121673000000001
98,98,98,Erik McCree,LT,1.0,29.0,0.0,0.0,8.0,8.0,8.0,8.0,11.0,33.0,31.7,53.0,1.6,242.0,7.3,295.0,8.9,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,31.7,585.0,0.47641509433962265,0.476,0.3624161073825503,0.362,0.7696969696969697,0.77,6206,Utah Jazz,815615.0, F,2017-2018,0.103671706
99,99,99,Evan Turner,OSU,1.0,50.0,3.0,3.0,6.0,6.0,9.0,9.0,7.2,28.0,35.4,54.0,1.9,204.0,7.3,258.0,9.2,10.4,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,7.0,8.0,7.0,8.0,0.875,,,,,,,,1.0,25.0,2.0,2.0,2.0,2.0,1.0,6.0,16.0,0.375,1.39,0.5,,,,,,,,,,,,,1.0,50.0,8.0,8.0,5.0,5.0,6.4,1.6,28.0,35.4,166.0,5.9,117.0,4.2,6.7,1.42,5.0,31.4,12.0,2.4,3.06,17.0,3.4,10.0,0.71,1.2,28.0,35.4,49.0,1.75,1.98,117.0,4.18,78.0,0.42,0.63,1.0,50.0,2.0,4.0,2.0,1.6,0.5,,,,,,,,1.0,50.0,25.0,0.4444444444444444,0.444,1.0,1.0,0.875,0.875,28.0,35.4,20.3,0.5416666666666666,0.54,0.37499999999999994,0.37,0.7500000000000001,0.741,3.0,39.0,64.0,0.36363636363636365,0.364,0.3333333333333333,0.333,0.875,0.875,28.0,35.4,568.0,0.5398009950248757,0.54,0.3695652173913043,0.37,0.740506329113924,0.741,2753,Philadelphia 76ers,4602720.0, SG,2010-2011,0.666666667
100,100,100,Festus Ezeli,VAN,1.0,31.0,5.0,5.0,3.0,3.0,8.0,8.0,10.3,,,,,,,,,,1.0,21.0,8.0,10.0,8.0,10.0,0.8,8.0,10.0,0.8,2.1,0.8,33.0,12.8,4.3,7.5,143.0,247.0,0.579,143.0,247.0,0.579,1.7,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.5,5.0,4.0,2.5,3.77,1.25,33.0,23.3,86.0,100.0,2.61,4.48,0.86,1.0,31.0,21.0,0.8,0.8,0,0.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3911,Golden State Warriors,1020960.0, C,2012-2013,0.310734463
101,101,101,Frank Kaminsky,WIS,6.0,37.7,10.0,1.7,46.0,7.7,56.0,9.3,9.9,33.0,32.9,48.0,1.5,216.0,6.5,264.0,8.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,6.0,22.0,6.0,7.0,36.0,42.0,0.857,,,,,,,,6.0,22.0,1.3,3.0,8.0,15.0,0.5329999999999999,36.0,70.0,0.514,1.55,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,31.2,9.0,16.0,1.8,2.31,0.56,33.0,26.5,57.0,80.0,1.73,2.6,0.71,6.0,37.7,22.0,0.5140845070422535,0.518,0.52,0.5329999999999999,0.8571428571428571,0.857,33.0,32.9,18.2,0.5573770491803279,0.5529999999999999,0.3846153846153846,0.395,0.75,0.759,5.0,31.2,82.0,0.5483870967741935,0.5479999999999999,0.3076923076923077,0.308,0.5882352941176471,0.588,33.0,32.9,600.0,0.5533498759305211,0.5529999999999999,0.3953488372093023,0.395,0.759493670886076,0.759,5122,Charlotte Hornets,2612520.0, PF,2015-2016,0.478060046
102,102,102,Glen Davis,LSU,1.0,33.0,4.0,4.0,7.0,7.0,11.0,11.0,13.3,29.0,29.1,99.0,3.4,153.0,5.3,252.0,8.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.0,2.0,2.0,2.42,3.0,3.0,5.0,0.67,0.4,,,,,,,,,,,5.0,33.2,7.0,15.0,1.4,1.69,0.47,,,,,,,,1.0,33.0,18.0,0.4375,0.438,0.3333333333333333,0.333,0.6,0.6,31.0,31.5,18.5,0.5109489051094891,0.509,0.28571428571428575,0.238,0.6935483870967741,0.693,5.0,33.2,97.0,0.4177215189873418,0.418,0.5,0.5,0.6122448979591837,0.612,31.0,31.5,572.0,0.5093896713615024,0.509,0.23809523809523808,0.238,0.6927083333333334,0.693,1736,Boston Celtics,427163.0, PF,2007-2008,0.09808612400000001
103,103,103,Gorgui Dieng,LOU,5.0,35.0,12.0,2.4,32.0,6.4,44.0,8.8,10.1,27.0,31.7,99.0,3.7,167.0,6.2,266.0,9.9,12.4,6.0,8.7,4.0,5.2,24.0,31.0,0.774,24.0,31.0,0.774,1.68,0.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,2.0,3.0,2.0,6.67,0.67,28.0,15.7,54.0,60.0,1.93,4.92,0.9,,,,,,,,,,,,,,,,,,,6.0,28.5,52.0,0.7741935483870968,0.774,0,0.0,0.3333333333333333,0.333,,,,,,,,,,4347,Minnesota Timberwolves,1352640.0, C,2013-2014,0.29610389600000003
104,104,104,Greg Monroe,GTWN,1.0,37.0,6.0,6.0,7.0,7.0,13.0,13.0,14.1,33.0,34.2,68.0,2.1,247.0,7.5,315.0,9.5,11.2,1.0,12.0,5.0,6.0,5.0,6.0,0.833,5.0,6.0,0.833,2.0,0.833,30.0,12.7,4.6,8.1,138.0,244.0,0.5660000000000001,136.0,238.0,0.5710000000000001,1.56,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,37.0,6.0,6.0,7.0,7.0,6.5,0.86,,,,,,,,,,,,,,,,,,,30.0,30.9,56.0,1.87,2.42,74.0,2.47,75.0,0.76,0.75,1.0,37.0,2.0,5.0,2.0,2.16,0.4,,,,,,,,1.0,37.0,19.0,0.6363636363636364,0.636,0,0.0,0.7142857142857143,0.7140000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,2822,Detroit Pistons,2798040.0, C,2010-2011,0.512304251
105,105,105,Greg Oden,OSU,6.0,27.5,18.0,3.0,37.0,6.2,55.0,9.2,13.3,26.0,29.2,95.0,3.7,156.0,6.0,251.0,9.7,13.2,6.0,16.2,6.0,9.7,36.0,58.0,0.621,36.0,58.0,0.621,1.67,0.621,26.0,15.5,5.9,9.6,153.0,249.0,0.614,153.0,249.0,0.614,1.62,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,27.5,13.0,21.0,2.17,3.15,0.62,26.0,29.2,92.0,66.0,3.54,4.84,1.39,6.0,27.5,16.2,0.6185567010309279,0.621,0,0.0,0.6176470588235294,0.61,,,,,,,,,,6.0,27.5,97.0,0.6206896551724138,0.621,0,0.0,0.6097560975609756,0.61,,,,,,,,,,1496,Portland Trail Blazers,4662000.0, C,2007-2008,0.6722488040000001
106,106,106,Greg Smith,CSU,1.0,30.0,4.0,4.0,11.0,11.0,15.0,15.0,20.0,,,,,,,,,,2.0,13.0,4.5,7.5,9.0,15.0,0.6,7.0,13.0,0.5379999999999999,1.73,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,30.0,2.0,1.0,2.0,2.67,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4458,Houston Rockets,15605.0, PF,2013-2014,0.007792208
107,107,107,Hakim Warrick,SYR,1.0,45.0,6.0,6.0,6.0,6.0,12.0,12.0,10.7,29.0,33.4,103.0,3.6,161.0,5.6,264.0,9.1,10.9,5.0,10.2,4.8,7.6,24.0,38.0,0.632,24.0,38.0,0.632,1.34,0.632,,,,,,,,,,,,,1.0,21.0,5.0,5.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,37.7,4.0,9.0,1.33,1.42,0.44,,,,,,,,1.0,45.0,21.0,0.5,0.5,0.0,0.0,1.0,1.0,28.0,37.3,19.6,0.5071428571428571,0.512,0.0,0.0,0.6883116883116883,0.685,3.0,37.7,67.0,0.4888888888888889,0.489,0,0.0,0.7419354838709677,0.742,28.0,37.3,548.0,0.5115089514066496,0.512,0.0,0.0,0.6851851851851852,0.685,827,Memphis Grizzlies,1196520.0, PF,2005-2006,0.295
108,108,108,Harrison Barnes,UNC,4.0,33.8,11.0,2.8,22.0,5.5,33.0,8.3,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,33.8,21.0,0.425531914893617,0.4270000000000001,0.3373493975903614,0.333,0.6969696969696969,0.6920000000000001,34.0,28.6,17.4,0.45185185185185184,0.454,0.3823529411764706,0.377,0.7358490566037736,0.7240000000000001,4.0,33.8,84.0,0.4266666666666667,0.4270000000000001,0.3333333333333333,0.333,0.6923076923076923,0.6920000000000001,34.0,28.6,592.0,0.4543478260869565,0.454,0.37719298245614036,0.377,0.7237569060773481,0.7240000000000001,3773,Golden State Warriors,2798040.0, SF,2012-2013,0.570621469
109,109,109,Hasheem Thabeet,CONN,5.0,27.6,18.0,3.6,33.0,6.6,51.0,10.2,14.8,32.0,30.8,93.0,2.9,161.0,5.0,254.0,7.9,10.3,5.0,12.6,4.2,6.8,21.0,34.0,0.618,21.0,34.0,0.618,1.85,0.618,31.0,13.7,5.1,7.9,157.0,244.0,0.643,157.0,244.0,0.643,1.75,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,37.0,4.0,2.0,4.0,4.32,2.0,31.0,24.6,119.0,82.0,3.84,6.25,1.45,,,,,,,,,,,,,,,,,,,5.0,27.6,63.0,0.6176470588235294,0.618,0,0.0,0.65625,0.6559999999999999,,,,,,,,,,2340,Memphis Grizzlies,4458840.0, C,2009-2010,0.628571429
110,110,110,Hassan Adams,ARIZ,4.0,33.5,13.0,3.3,20.0,5.0,33.0,8.3,9.9,29.0,30.6,98.0,3.4,118.0,4.1,216.0,7.4,9.7,1.0,13.0,5.0,7.0,5.0,7.0,0.7140000000000001,4.0,6.0,0.667,1.86,0.7859999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,16.5,1.3,3.0,5.0,10.0,0.5,23.0,38.0,0.605,1.38,0.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,30.0,4.0,2.0,2.67,1.0,0.5,6.0,4.0,0.67,33.0,29.0,67.0,2.03,2.8,78.0,2.36,71.0,0.86,0.94,4.0,33.5,4.0,5.0,1.0,1.19,0.8,29.0,30.6,45.0,76.0,1.55,2.03,0.59,2.0,30.0,20.5,0.5757575757575758,0.5760000000000001,0.0,0.0,0.75,0.75,29.0,30.6,17.3,0.536,0.539,0.3823529411764706,0.378,0.7428571428571429,0.743,2.0,30.0,41.0,0.5757575757575758,0.5760000000000001,0.0,0.0,0.75,0.75,29.0,30.6,502.0,0.5386740331491713,0.539,0.37755102040816324,0.378,0.7425742574257426,0.743,1337,New Jersey Nets,412718.0, SF,2006-2007,0.053140097000000004
111,111,111,Ike Diogu,ASU,1.0,34.0,5.0,5.0,6.0,6.0,11.0,11.0,12.9,30.0,32.2,92.0,3.1,146.0,4.9,238.0,7.9,9.9,1.0,29.0,10.0,16.0,10.0,16.0,0.625,9.0,15.0,0.6,1.81,0.6559999999999999,30.0,19.1,6.5,10.7,196.0,322.0,0.609,189.0,300.0,0.63,1.78,0.62,,,,,,,,27.0,22.8,9.0,11.0,243.0,298.0,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,34.0,3.0,2.0,3.0,3.53,1.5,27.0,36.9,47.0,78.0,1.74,1.89,0.6,1.0,34.0,29.0,0.625,0.625,1.0,1.0,0.7272727272727273,0.727,30.0,32.2,19.1,0.6074766355140188,0.609,0.28571428571428575,0.318,0.7341772151898733,0.735,,,,,,,,,,30.0,32.2,574.0,0.6086956521739131,0.609,0.3181818181818182,0.318,0.7352941176470589,0.735,779,Golden State Warriors,1988160.0, PF,2005-2006,0.415
112,112,112,Isaiah Cousins,OKLA,1.0,42.0,5.0,5.0,3.0,3.0,8.0,8.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,4.0,5.0,4.0,5.0,0.8,1.0,7.0,0.14300000000000002,1.42,0.583,32.0,12.2,1.8,4.0,59.0,130.0,0.454,84.0,199.0,0.422,1.18,0.524,5.0,32.4,22.0,4.4,17.0,3.4,5.4,1.29,,,,,,,,,1.0,42.0,3.0,3.0,2.86,1.0,1.0,4.0,3.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,32.4,52.0,0.3275862068965517,0.328,0.3333333333333333,0.333,0.6666666666666666,0.667,,,,,,,,,,5741,Utah Jazz,543471.0, G,2016-2017,0.10822510800000001
